891,0
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,0
906,0
907,1
908,1
909,1
910,0
911,0
912,1
913,0
914,0
915,1
916,0
917,0
918,0
919,0
920,0
921,1
922,0
923,0
924,1
925,0
926,0
927,1
928,1
929,0
930,0
931,0
932,0
933,0
934,0
935,1
936,1
937,1
938,1
939,0
940,0
941,1
942,0
943,1
944,0
945,1
946,0
947,0
948,0
949,1
950,0
951,0
952,0
953,0
954,1
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,1
969,1
970,1
971,1
972,0
973,0
974,0
975,0
976,0
977,1
978,1
979,1
980,0
981,0
982,0
983,1
984,0
985,1
986,1
987,1
988,1
989,1
990,0
991,0
992,1
993,0
994,1
995,0
996,1
997,1
998,0
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,0
1011,1
1012,0
1013,0
1014,1
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,0
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,1
1049,0
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,1
1059,0
1060,0
1061,0
1062,1
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,0
1079,1
1080,0
1081,1
1082,1
1083,0
1084,1
1085,1
1086,0
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,1
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,1
1118,1
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,0
1126,1
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,0
1135,0
1136,0
1137,1
1138,1
1139,1
1140,0
1141,0
1142,1
1143,0
1144,0
1145,0
1146,0
1147,0
1148,1
1149,0
1150,0
1151,0
1152,1
1153,0
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,1
1162,1
1163,0
1164,0
1165,1
1166,0
1167,1
1168,1
1169,1
1170,0
1171,0
1172,1
1173,1
1174,0
1175,0
1176,1
1177,0
1178,0
1179,1
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,0
1199,1
1200,1
1201,1
1202,1
1203,0
1204,1
1205,0
1206,0
1207,0
1208,0
1209,1
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,1
1217,0
1218,1
1219,1
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,1
1234,0
1235,0
1236,1
1237,0
1238,1
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,1
1246,0
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,0
1261,1
1262,1
1263,0
1264,0
1265,0
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,0
